COD_S11,GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,STRATUM,SISBEN,PEOPLE_HOUSE,,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,JOB,SCHOOL_NAME,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,Cod_SPro,UNIVERSITY,ACADEMIC_PROGRAM,QR_PRO,CR_PRO,CC_PRO,ENG_PRO,WC_PRO,FEP_PRO,G_SC,PERCENTILE,2ND_DECILE,QUARTILE,SEL,SEL_IHE
SB11201220144996,M,Complete professional education,Incomplete Professional Education,Independent professional,Home,Stratum 5,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,COLOMBO BRITANICO,PRIVATE,ACADEMIC,79,70,89,87,82,EK201830019098,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,INDUSTRIAL ENGINEERING,98,84,83,100,42,188,186,94,5,4,3,2
SB11201220145010,M,Incomplete Professional Education,Complete professional education,Small entrepreneur ,Executive,Stratum 6,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COLOMBO BRITANICO,PRIVATE,ACADEMIC,77,52,53,71,73,EK201830235615,UNIVERSIDAD PONTIFICIA BOLIVARIANA-MEDELLIN,INDUSTRIAL ENGINEERING,91,45,30,79,14,95,150,57,3,3,4,3
SB11201220145110,M,Complete professional education,Complete professional education,Technical or professional level employee,Operator,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,COLEGIO LA SALLE ENVIGADO,PRIVATE,ACADEMIC,87,68,68,81,82,EK201830021270,UNIVERSIDAD EAFIT--MEDELLIN,CIVIL ENGINEERING,99,58,59,99,85,124,183,93,5,4,4,4
SB11201220145167,F,Postgraduate education,Complete professional education,Executive,Technical or professional level employee,Stratum 5,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,COLEGIO LA SALLE ENVIGADO,PRIVATE,ACADEMIC,54,55,62,63,58,EK201830021323,UNIVERSIDAD EAFIT--MEDELLIN,CIVIL ENGINEERING,77,56,32,83,62,162,158,68,4,3,2,4
SB11201220145173,M,Complete professional education,Postgraduate education,Executive,Other occupation,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0,No,COLEGIO LA SALLE ENVIGADO,PRIVATE,ACADEMIC,65,52,49,63,75,EK201830213377,UNIVERSIDAD EIA-MEDELLIN,MECHANICAL ENGINEERING,92,4,35,93,0,72,123,16,1,1,4,4
SB11201220145223,M,Complete professional education,Complete professional education,Operator,Independent professional,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,UNIDAD EDUCATIVA SAN MARCOS,PRIVATE,ACADEMIC,61,52,62,61,49,EK201830014516,UNIVERSIDAD EAFIT--MEDELLIN,MECHANICAL ENGINEERING,89,5,2,72,17,100,131,26,2,2,4,4
SB11201220145457,F,Complete Secundary,Complete Secundary,Independent,Home,Stratum 2,Level 2,Six,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,LICEO FRANCISCO RESTREPO MOLINA,PRIVATE,ACADEMIC,55,60,48,42,50,EK201830178576,INSTITUCION UNIVERSITARIA DE ENVIGADO-ENVIGADO,ELECTRONIC ENGINEERING,64,52,51,34,53,162,147,52,3,3,2,2
SB11201220145504,M,Incomplete Secundary,Complete Secundary,Small entrepreneur ,Home,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,LICEO FRANCISCO RESTREPO MOLINA,PRIVATE,ACADEMIC,62,57,69,65,54,EK201830019075,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,INDUSTRIAL ENGINEERING,91,62,82,60,98,183,176,88,5,4,2,2
SB11201220145533,M,Complete Secundary,Incomplete Secundary,Other occupation,Independent professional,Stratum 4,It is not classified by the SISBEN,Two,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,LICEO FRANCISCO RESTREPO MOLINA,PRIVATE,ACADEMIC,76,79,74,83,67,EK201830145816,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,ELECTRONIC ENGINEERING,100,99,100,87,96,189,210,100,5,4,1,2
SB11201220145550,M,Complete technique or technology,Complete Secundary,Operator,Home,Stratum 3,Level 3,Four,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,LICEO FRANCISCO RESTREPO MOLINA,PRIVATE,ACADEMIC,57,48,57,57,57,EK201830014503,UNIVERSIDAD EAFIT--MEDELLIN,MECHANICAL ENGINEERING,45,59,47,86,12,129,149,54,3,3,3,4
SB11201220145673,M,Incomplete Secundary,Complete Secundary,Operator,Home,Stratum 3,Level 3,Four,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,I.E. NORMAL SUPERIOR DE ENVIGADO,PUBLIC,TECHNICAL/ACADEMIC,92,74,69,100,85,EK201830020819,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CHEMICAL ENGINEERING,99,100,96,100,58,197,202,99,5,4,2,2
SB11201220145737,M,Incomplete Secundary,Complete Secundary,Operator,Home,Stratum 3,Level 2,Four,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,less than 1 LMMW,No,I.E. NORMAL SUPERIOR DE ENVIGADO,PUBLIC,TECHNICAL/ACADEMIC,66,74,68,72,82,EK201830145735,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,ELECTRIC ENGINEERING,94,97,72,91,45,172,180,91,5,4,2,2
SB11201220145745,M,Complete Secundary,Complete Secundary,Operator,Home,Stratum 2,Level 2,Three,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,I.E. NORMAL SUPERIOR DE ENVIGADO,PUBLIC,TECHNICAL/ACADEMIC,61,57,57,58,46,EK201830224264,INSTITUCION UNIVERSITARIA DE ENVIGADO-ENVIGADO,ELECTRONIC ENGINEERING,84,53,36,21,76,153,151,58,3,3,2,2
SB11201220145781,M,Complete professional education,Incomplete Professional Education,Entrepreneur ,Home,Stratum 5,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,less than 1 LMMW,No,I.E. NORMAL SUPERIOR DE ENVIGADO,PUBLIC,TECHNICAL/ACADEMIC,79,62,53,75,58,EK201830016179,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CIVIL ENGINEERING,100,61,73,76,81,165,178,89,5,4,4,2
SB11201220145851,M,Incomplete technical or technological,Complete Secundary,Auxiliary or Administrative,Home,Stratum 3,Level 3,Six,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,I.E. JOSE MANUEL RESTREPO VELEZ,PUBLIC,TECHNICAL/ACADEMIC,67,64,66,73,76,EK201830031062,UNIVERSIDAD EAFIT--MEDELLIN,PRODUCTION ENGINEERING,11,1,27,94,0,128,99,2,1,1,2,4
SB11201220145915,M,Incomplete primary ,Incomplete Secundary,Home,Independent,Stratum 2,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,I.E. JOSE MANUEL RESTREPO VELEZ,PUBLIC,TECHNICAL/ACADEMIC,58,26,35,48,71,EK201830145544,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,CIVIL ENGINEERING,75,66,4,95,98,149,167,80,5,4,2,2
SB11201220146265,M,Incomplete Secundary,Complete technique or technology,Operator,Technical or professional level employee,Stratum 3,Level 3,Five,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,INSTITUCION EDUCATIVA LA PAZ,PUBLIC,TECHNICAL/ACADEMIC,73,62,53,65,48,EK201830016216,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CIVIL ENGINEERING,97,50,78,59,9,179,157,67,4,3,2,2
SB11201220146919,M,Not sure,Complete primary ,Independent professional,Home,Stratum 5,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COLEGIO JOSE MARIA BERRIO,PRIVATE,ACADEMIC,78,85,81,73,78,EK201830118954,UNIVERSIDAD EIA-MEDELLIN,INDUSTRIAL ENGINEERING,95,98,100,95,24,209,196,98,5,4,3,4
SB11201220146922,M,Complete professional education,Complete professional education,Operator,Home,Stratum 5,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0,No,COLEGIO JOSE MARIA BERRIO,PRIVATE,ACADEMIC,59,68,60,78,67,EK201830192415,PONTIFICIA UNIVERSIDAD JAVERIANA-CALI,INDUSTRIAL ENGINEERING,93,14,19,93,50,173,153,62,4,3,4,2
SB11201220146957,M,Incomplete Secundary,Complete Secundary,Retired,Executive,Stratum 2,Level 3,Five,,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,INSTITUCION EDUCATIVA COMERCIAL DE ENVIGADO,PUBLIC,TECHNICAL/ACADEMIC,53,59,58,61,45,EK201830106284,COLEGIO MAYOR DE ANTIOQUIA-MEDELLIN,CIVIL CONSTRUCTIONS,93,43,5,53,40,128,142,44,3,2,2,2
SB11201220147081,M,Postgraduate education,Complete professional education,Entrepreneur ,Technical or professional level employee,Stratum 6,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,COLEGIO SAN JOSE DE LAS VEGAS,PRIVATE,ACADEMIC,85,62,66,67,85,EK201830014478,UNIVERSIDAD EAFIT--MEDELLIN,MECHANICAL ENGINEERING,100,90,92,99,98,171,206,100,5,4,4,4
SB11201220147353,F,Complete professional education,Complete professional education,Operator,Operator,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,GIMNASIO INTEGRAL SANTA ANA,PRIVATE,ACADEMIC,70,74,90,71,82,EK201830020866,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CHEMICAL ENGINEERING,96,98,99,99,91,180,205,100,5,4,4,2
SB11201220147361,M,Not sure,Complete professional education,Other occupation,Operator,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,GIMNASIO INTEGRAL SANTA ANA,PRIVATE,ACADEMIC,67,62,66,65,75,EK201830021292,UNIVERSIDAD EAFIT--MEDELLIN,CIVIL ENGINEERING,94,84,54,87,25,157,169,81,5,4,4,4
SB11201220147493,M,Complete professional education,Complete professional education,Entrepreneur ,Home,Stratum 6,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,COLEGIO SAN JOSE DE LAS VEGAS,PRIVATE,ACADEMIC,71,62,83,67,78,EK201830014598,UNIVERSIDAD EAFIT--MEDELLIN,MECHANICAL ENGINEERING,75,74,39,93,64,139,167,79,4,4,4,4
SB11201220147851,M,Complete Secundary,Complete Secundary,Independent,Home,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,I. E.  MANUEL ANTONIO TORO,PUBLIC,TECHNICAL/ACADEMIC,69,66,69,79,73,EK201830021241,UNIVERSIDAD EAFIT--MEDELLIN,CIVIL ENGINEERING,99,92,93,89,86,215,195,98,5,4,2,4
SB11201220148604,F,Complete Secundary,Complete professional education,Operator,Operator,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,INSTITUCION EDUCATIVA CONCEJO MUNICIPAL DE ITAGUI,PUBLIC,TECHNICAL/ACADEMIC,59,62,57,48,65,EK201830180512,UNIVERSIDAD PONTIFICIA BOLIVARIANA-MEDELLIN,INDUSTRIAL ENGINEERING,57,74,75,83,56,166,165,77,4,4,4,3
SB11201220148708,F,Complete Secundary,Complete professional education,Retired,Home,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,INSTITUCION EDUCATIVA SAN JOSE,PUBLIC,TECHNICAL/ACADEMIC,60,54,50,61,67,EK201830020810,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CHEMICAL ENGINEERING,63,60,78,82,71,130,166,79,4,4,2,2
SB11201220149192,M,Incomplete Secundary,Incomplete Secundary,Operator,Home,Stratum 3,Level 3,Four,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Between 2 and less than 3 LMMW,No,COLEGIO LUIS AMIGO,PRIVATE,TECHNICAL,75,67,66,64,54,EK201830016514,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CIVIL ENGINEERING,97,62,82,92,98,183,189,96,5,4,1,2
SB11201220149448,M,Incomplete Secundary,Incomplete Secundary,Independent,Home,Stratum 2,Level 2,Four,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,INSTITUTO CRISTO REY,PRIVATE,ACADEMIC,66,74,66,65,76,EK201830145495,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,CIVIL ENGINEERING,83,89,94,92,98,158,193,97,5,4,2,2
SB11201220149509,F,Complete technique or technology,Complete technique or technology,Independent,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,INSTITUTO CRISTO REY,PRIVATE,ACADEMIC,53,56,58,50,65,EK201830145530,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,CIVIL ENGINEERING,82,26,15,89,38,132,149,55,3,3,2,2
SB11201220150587,M,Complete Secundary,Complete technique or technology,Operator,Home,Stratum 3,It is not classified by the SISBEN,Three,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Between 1 and less than 2 LMMW,No,INSTITUCION EDUCATIVA SIMON BOLIVAR,PUBLIC,TECHNICAL/ACADEMIC,66,69,74,61,54,EK201830145773,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,ELECTRIC ENGINEERING,93,40,55,88,3,158,153,62,4,3,2,2
SB11201220150622,F,Incomplete Secundary,Incomplete Secundary,Other occupation,Home,Stratum 3,Level 3,Four,,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,INSTITUCION EDUCATIVA SIMON BOLIVAR,PUBLIC,TECHNICAL/ACADEMIC,53,62,64,60,52,EK201830145766,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,ELECTRIC ENGINEERING,89,77,84,30,38,170,161,73,4,3,1,2
SB11201220151840,M,Incomplete Secundary,Complete Secundary,Operator,Home,Stratum 2,Level 2,Three,,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,"Yes, less than 20 hours per week",I. E. ESCUELA NORMAL SUPERIOR DE JERICO,PUBLIC,TECHNICAL/ACADEMIC,72,54,55,66,52,EK201830020871,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CHEMICAL ENGINEERING,93,76,66,70,0,174,138,36,2,2,2,2
SB11201220152030,F,Incomplete primary ,Incomplete Secundary,Independent,Home,Stratum 3,Level 2,Five,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COLEGIO MARIA AUXILIADORA,PRIVATE,ACADEMIC,73,69,83,72,65,EK201830016326,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CIVIL ENGINEERING,85,85,98,59,98,213,186,94,5,4,2,2
SB11201220152250,M,Incomplete Secundary,Complete technique or technology,Operator,Home,Stratum 3,Level 3,Two,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,less than 1 LMMW,No,INSTITUTO ACISCOM,PRIVATE,TECHNICAL,65,62,59,66,62,EK201830020067,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,MECHANICAL ENGINEERING,100,83,58,77,72,143,177,89,5,4,2,2
SB11201220152516,M,Incomplete Professional Education,Complete professional education,Other occupation,Technical or professional level employee,Stratum 3,Level 3,Four,,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,I. E. LA PAZ,PUBLIC,TECHNICAL,53,58,53,57,48,EK201830196867,UNIVERSIDAD AUTONOMA LATINOAMERICANA-UNAULA-MEDELLIN,INDUSTRIAL ENGINEERING,48,60,18,81,48,157,148,53,3,3,4,2
SB11201220152810,F,Complete primary ,Complete Secundary,Small entrepreneur ,Small entrepreneur ,Stratum 3,Level 1,Four,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Between 1 and less than 2 LMMW,No,I. E. FELIX MARIA RESTREPO LONDOÑO,PUBLIC,ACADEMIC,56,62,65,61,67,EK201830146003,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,CHEMICAL ENGINEERING,89,67,84,78,80,184,175,87,5,4,2,2
SB11201220152961,M,Complete Secundary,Complete Secundary,Operator,Home,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,I. E. BERNARDO ARANGO MACIAS,PUBLIC,ACADEMIC,61,52,58,64,73,EK201830145959,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,MECHANICAL ENGINEERING,95,66,79,88,91,170,182,92,5,4,2,2
SB11201220154254,M,Incomplete Secundary,Complete primary ,Independent,Home,Stratum 3,It is not classified by the SISBEN,Five,,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,I. E. TECNICO INDUSTRIAL SIMONA DUQUE,PUBLIC,TECHNICAL,66,67,71,67,75,EK201830020846,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CHEMICAL ENGINEERING,95,96,85,88,100,173,214,100,5,4,1,2
SB11201220155323,F,0,0,0,0,Stratum 1,Level 2,Five,,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COLEGIO INTEGRADO  SAN JOSE,PUBLIC,ACADEMIC,45,56,62,53,48,EK201830170023,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,62,57,28,17,66,151,143,46,3,2,2,2
SB11201220155433,M,Complete technique or technology,Complete Secundary,Technical or professional level employee,Home,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,No,I. E. ESCUELA NORMAL SUPERIOR DEL MAGDALENA MEDIO,PUBLIC,TECHNICAL/ACADEMIC,59,55,57,57,60,EK201830039218,UNIVERSIDAD DE LA GUAJIRA-RIOHACHA,INDUSTRIAL ENGINEERING,75,98,97,89,67,163,187,95,5,4,1,1
SB11201220155442,F,Incomplete Secundary,Complete professional education,Other occupation,Other occupation,Stratum 1,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,I. E. ESCUELA NORMAL SUPERIOR DEL MAGDALENA MEDIO,PUBLIC,TECHNICAL/ACADEMIC,57,57,58,45,55,EK201830145874,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,INDUSTRIAL ENGINEERING,58,81,20,74,29,154,150,57,3,3,2,2
SB11201220155460,F,Incomplete Secundary,Incomplete Professional Education,Independent,Small entrepreneur ,Stratum 1,It is not classified by the SISBEN,Four,,No,No,No,No,No,No,No,Yes,No,No,Between 1 and less than 2 LMMW,No,COLEGIO LA INMACULADA,PRIVATE,TECHNICAL,49,64,55,52,59,EK201830073279,FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-BOGOTÁ D.C.,CIVIL ENGINEERING,73,65,57,61,88,176,163,75,4,4,3,2
SB11201220156013,F,Complete professional education,Complete technique or technology,Executive,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COLEGIO LA PRESENTACION                                                                             ,PRIVATE,ACADEMIC,86,52,48,68,43,EK201830145742,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,ELECTRIC ENGINEERING,97,44,77,18,84,121,163,75,4,4,4,2
SB11201220156361,M,Complete primary ,Complete Secundary,Retired,Home,Stratum 2,Level 2,Six,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,I. E. PBRO. LUIS RODOLFO GOMEZ,PUBLIC,TECHNICAL/ACADEMIC,73,70,77,72,65,EK201830145830,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,ELECTRONIC ENGINEERING,100,79,96,85,18,195,182,92,5,4,1,2
SB11201220156714,F,Complete primary ,Complete technique or technology,Independent,Other occupation,Stratum 3,Level 3,Five,,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,I. E. SAN VICENTE FERRER,PUBLIC,TECHNICAL/ACADEMIC,56,66,62,64,50,EK201830145852,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,INDUSTRIAL ENGINEERING,93,48,69,27,67,180,158,69,4,3,2,2
SB11201220156774,M,Complete professional education,Complete Secundary,Entrepreneur ,Home,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COLEGIO CAMPESTRE HORIZONTES,PRIVATE,ACADEMIC,81,71,69,81,71,EK201830021284,UNIVERSIDAD EAFIT--MEDELLIN,CIVIL ENGINEERING,43,73,87,86,91,192,174,86,5,4,4,4
SB11201220156812,M,Postgraduate education,Complete professional education,Executive,Home,Stratum 5,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,0,No,COLEGIO CAMPESTRE HORIZONTES,PRIVATE,ACADEMIC,74,74,81,79,82,EK201830014458,UNIVERSIDAD EAFIT--MEDELLIN,MECHANICAL ENGINEERING,84,88,92,95,5,169,172,85,5,4,2,4
SB11201220157632,F,Complete primary ,Complete professional education,Independent,Executive,Stratum 3,Level 3,Four,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,I. E. IGNACIO BOTERO VALLEJO,PUBLIC,ACADEMIC,59,77,68,66,54,EK201830133998,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MECHANICAL ENGINEERING,89,86,46,65,41,174,162,74,4,3,2,2
SB11201220158859,F,Complete Secundary,Incomplete Secundary,Independent,Home,Stratum 3,It is not classified by the SISBEN,Seven,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COLEGIO PADRE RAMON ARCILA R.,PRIVATE,ACADEMIC,49,49,59,54,42,EK201830102866,COLEGIO MAYOR DE ANTIOQUIA-MEDELLIN,CIVIL CONSTRUCTIONS,85,50,62,33,45,154,152,60,4,3,2,2
SB11201220158871,F,Complete Secundary,Complete technique or technology,Other occupation,Other occupation,Stratum 3,Level 3,Four,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COLEGIO PADRE RAMON ARCILA R.,PRIVATE,ACADEMIC,65,59,59,63,59,EK201830145929,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,MECHANICAL ENGINEERING,99,77,80,78,85,110,182,92,5,4,2,2
SB11201220158932,M,Complete professional education,Complete professional education,Executive,Executive,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,0,No,UNIDAD EDUCATIVA SAN MARCOS,PRIVATE,ACADEMIC,77,68,77,73,70,EK201830019078,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,INDUSTRIAL ENGINEERING,91,52,71,87,73,195,172,84,5,4,4,2
SB11201220159168,M,Complete professional education,Complete professional education,Independent professional,Other occupation,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,COLEGIO JOSE MARIA BERRIO,PRIVATE,ACADEMIC,68,56,57,57,78,EK201830067193,UNIVERSIDAD DE MEDELLIN-MEDELLIN,CIVIL ENGINEERING,88,73,39,93,81,179,172,85,5,4,4,3
SB11201220159178,M,Postgraduate education,Incomplete Secundary,Auxiliary or Administrative,Home,Stratum 4,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,GIMNASIO LOS ALCAZARES JORNADA ADICIONAL,PRIVATE,ACADEMIC,96,70,83,81,85,EK201830016201,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CIVIL ENGINEERING,100,97,94,97,61,169,197,98,5,4,4,2
SB11201220159187,M,Not sure,Complete professional education,Independent,Retired,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,GIMNASIO LOS ALCAZARES JORNADA ADICIONAL,PRIVATE,ACADEMIC,56,57,71,71,54,EK201830014514,UNIVERSIDAD EAFIT--MEDELLIN,MECHANICAL ENGINEERING,76,66,75,74,16,178,158,69,4,3,3,4
SB11201220159263,M,Complete professional education,Complete professional education,Entrepreneur ,Home,Stratum 4,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,COLEGIO CAMPESTRE EL REMANSO,PRIVATE,ACADEMIC,57,62,64,72,60,EK201830067236,UNIVERSIDAD DE MEDELLIN-MEDELLIN,CIVIL ENGINEERING,100,80,96,82,65,193,186,95,5,4,4,3
SB11201220159648,F,Complete primary ,Incomplete primary ,Small entrepreneur ,Home,Stratum 3,Level 3,Five,,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,I. E. R. OVEJAS,PUBLIC,TECHNICAL,64,55,59,68,53,EK201830227124,INSTITUTO TECNOLOGICO METROPOLITANO-MEDELLIN,PRODUCTION ENGINEERING,38,52,39,42,85,147,148,53,3,3,1,2
